DTE1,DTE2,Count,Average,pDelta
202,9,1,2.13534e-05,-0.01459
308,119,2,2.1286e-05,-0.09364
185,116,1,2.1256e-05,-0.00943
202,8,1,2.12434e-05,-0.01459
808,630,2,2.12201e-05,-0.051465
185,119,1,2.12121e-05,-0.00943
185,122,1,2.1164e-05,-0.00943
202,7,1,2.11344e-05,-0.01459
202,64,1,2.10804e-05,-0.01459
185,112,1,2.10046e-05,-0.00943
674,661,1,2.09792e-05,-0.13797
308,86,2,2.09751e-05,-0.09364
344,339,1,2.08346e-05,-1
711,693,1,2.08334e-05,-0.07995
1003,437,33,2.08241e-05,-0.203142
202,71,1,2.08189e-05,-0.01459
202,4,1,2.08142e-05,-0.01459
202,65,1,2.07919e-05,-0.01459
410,400,8,2.07789e-05,-0.967166
185,140,1,2.07407e-05,-0.00943
202,3,1,2.07096e-05,-0.01459
809,666,2,2.06714e-05,-0.117965
202,2,1,2.06061e-05,-0.01459
190,168,1,2.05279e-05,-0.01224
185,120,1,2.05128e-05,-0.00943
319,52,19,2.05099e-05,-0.04446
202,1,1,2.05035e-05,-0.01459
59,18,3,2.04581e-05,-0.933947
185,136,1,2.04082e-05,-0.00943
202,0,1,2.0402e-05,-0.01459
109,65,81,2.03901e-05,-0.0716116
445,378,44,2.03784e-05,-0.237061
1003,449,31,2.0372e-05,-0.191152
142,101,5,2.0348e-05,-0.899968
132,104,3,2.03039e-05,-0.00658333
233,189,18,2.02984e-05,-0.894121
750,653,2,2.02872e-05,-0.035375
185,129,1,2.02381e-05,-0.00943
202,67,1,2.0202e-05,-0.01459
185,109,1,2.01754e-05,-0.00943
57,14,4,2.01096e-05,-1
750,652,2,2.00802e-05,-0.035375
132,93,3,2.00327e-05,-0.00658333
1003,436,32,1.99855e-05,-0.197108
308,115,2,1.99744e-05,-0.09364
132,100,3,1.99467e-05,-0.00658333
185,128,1,1.9883e-05,-0.00943
443,386,3,1.97795e-05,-0.0226567
443,416,3,1.97785e-05,-0.0226567
325,248,11,1.97529e-05,-0.785895
132,90,3,1.9716e-05,-0.00658333
337,295,1,1.96325e-05,-1
202,66,1,1.96078e-05,-0.01459
137,87,60,1.94773e-05,-0.0719478
185,113,1,1.94444e-05,-0.00943
333,65,8,1.94442e-05,-0.08891
71,28,5,1.94394e-05,-1
337,290,1,1.94098e-05,-1
185,92,1,1.93548e-05,-0.00943
142,99,9,1.93115e-05,-0.937476
319,59,19,1.92884e-05,-0.04446
185,95,1,1.92593e-05,-0.00943
869,841,5,1.92561e-05,-0.43677
185,105,1,1.91667e-05,-0.00943
862,842,1,1.9149e-05,-0.08669
185,91,1,1.91489e-05,-0.00943
336,296,1,1.91305e-05,-1
185,101,1,1.90476e-05,-0.00943
185,94,1,1.90476e-05,-0.00943
157,136,1,1.90476e-05,-0.00752
857,833,3,1.90083e-05,-0.0630133
137,88,61,1.88498e-05,-0.0742361
185,93,1,1.88406e-05,-0.00943
185,100,1,1.88235e-05,-0.00943
1003,527,32,1.88094e-05,-0.218073
750,660,3,1.87103e-05,-0.05851
132,94,3,1.86786e-05,-0.00658333
132,99,3,1.86457e-05,-0.00658333
185,74,1,1.86186e-05,-0.00943
185,99,1,1.86047e-05,-0.00943
185,88,1,1.85567e-05,-0.00943
857,830,1,1.85185e-05,-0.07099
185,77,1,1.85185e-05,-0.00943
185,102,1,1.84739e-05,-0.00943
308,162,2,1.84622e-05,-0.09364
185,73,1,1.84524e-05,-0.00943
185,98,1,1.83908e-05,-0.00943
185,87,1,1.83673e-05,-0.00943
185,134,1,1.83007e-05,-0.00943
185,72,1,1.82891e-05,-0.00943
132,97,3,1.8237e-05,-0.00658333
185,130,1,1.81818e-05,-0.00943
185,141,1,1.81818e-05,-0.00943
202,72,1,1.81818e-05,-0.01459
157,135,1,1.81818e-05,-0.00752
185,71,1,1.81287e-05,-0.00943
185,67,1,1.80791e-05,-0.00943
1003,522,32,1.80739e-05,-0.228732
1003,515,34,1.80714e-05,-0.219907
185,78,1,1.80685e-05,-0.00943
185,85,1,1.8e-05,-0.00943
185,70,1,1.7971e-05,-0.00943
185,66,1,1.79272e-05,-0.00943
750,680,1,1.78571e-05,-0.02786
137,94,63,1.7832e-05,-0.0799797
185,84,1,1.78218e-05,-0.00943
185,80,1,1.77778e-05,-0.00943
750,658,3,1.76335e-05,-0.05851
185,79,1,1.76101e-05,-0.00943
162,140,1,1.75953e-05,-0.0084
296,122,3,1.75791e-05,-0.80501
48,13,12,1.74189e-05,-0.0149742
862,840,1,1.74082e-05,-0.08669
157,134,1,1.73913e-05,-0.00752
185,135,1,1.73333e-05,-0.00943
185,58,1,1.73228e-05,-0.00943
185,108,1,1.7316e-05,-0.00943
862,830,1,1.72872e-05,-0.08669
185,65,1,1.72222e-05,-0.00943
185,57,1,1.71875e-05,-0.00943
185,107,1,1.7094e-05,-0.00943
185,64,1,1.70799e-05,-0.00943
750,654,3,1.7067e-05,-0.05851
1003,415,29,1.70612e-05,-0.179537
185,56,1,1.70543e-05,-0.00943
191,167,17,1.69704e-05,-0.04394
157,98,1,1.69492e-05,-0.00752
185,59,1,1.69312e-05,-0.00943
308,100,2,1.69249e-05,-0.09364
202,73,1,1.69133e-05,-0.01459
1003,417,28,1.69058e-05,-0.183639
185,114,1,1.69014e-05,-0.00943
132,83,3,1.68994e-05,-0.00658333
1003,435,30,1.6847e-05,-0.195368
750,659,3,1.68414e-05,-0.05851
185,86,1,1.6835e-05,-0.00943
190,154,31,1.68204e-05,-0.70306
132,98,3,1.66708e-05,-0.00658333
185,53,1,1.66667e-05,-0.00943
310,304,1,1.66667e-05,-0.06482
319,63,16,1.66541e-05,-0.0375
185,52,1,1.65414e-05,-0.00943
219,176,18,1.64705e-05,-0.741484
185,51,1,1.64179e-05,-0.00943
750,682,2,1.6334e-05,-0.035375
333,71,7,1.6313e-05,-0.0849929
185,50,1,1.62963e-05,-0.00943
718,661,11,1.62846e-05,-0.954261
185,49,1,1.61765e-05,-0.00943
157,95,1,1.6129e-05,-0.00752
869,836,5,1.61186e-05,-0.399178
750,681,2,1.60973e-05,-0.035375
157,99,1,1.6092e-05,-0.00752
1003,443,29,1.60721e-05,-0.189466
132,76,3,1.60636e-05,-0.00658333
861,842,1,1.60183e-05,-0.08066
750,651,3,1.60001e-05,-0.05851
132,119,1,1.59151e-05,-0.00811
157,94,1,1.5873e-05,-0.00752
185,46,1,1.58273e-05,-0.00943
536,479,10,1.57353e-05,-0.948553
157,93,1,1.5625e-05,-0.00752
185,44,1,1.56028e-05,-0.00943
1003,528,29,1.55814e-05,-0.199629
162,133,1,1.55729e-05,-0.0084
190,161,1,1.55729e-05,-0.01224
443,422,3,1.55456e-05,-0.0226567
202,81,1,1.55272e-05,-0.01459
150,34,29,1.55112e-05,-0.0586886
185,43,1,1.5493e-05,-0.00943
443,387,3,1.54453e-05,-0.0226567
861,830,1,1.54278e-05,-0.08066
185,42,1,1.53846e-05,-0.00943
132,70,3,1.52781e-05,-0.00658333
157,109,1,1.52778e-05,-0.00752
185,115,1,1.52381e-05,-0.00943
185,106,1,1.51899e-05,-0.00943
185,39,1,1.50685e-05,-0.00943
141,115,4,1.50412e-05,-0.470415
185,38,1,1.4966e-05,-0.00943
157,108,1,1.4966e-05,-0.00752
185,37,1,1.48649e-05,-0.00943
445,379,28,1.48423e-05,-0.113423
157,112,1,1.48148e-05,-0.00752
142,66,5,1.47907e-05,-0.899968
319,60,16,1.47892e-05,-0.0375
185,36,1,1.47651e-05,-0.00943
185,63,1,1.47541e-05,-0.00943
185,35,1,1.46667e-05,-0.00943
308,85,2,1.46535e-05,-0.09364
1003,448,25,1.46196e-05,-0.166734
157,84,1,1.46119e-05,-0.00752
109,63,63,1.45834e-05,-0.0479951
157,88,1,1.44928e-05,-0.00752
1003,535,26,1.4466e-05,-0.181975
443,388,3,1.44575e-05,-0.0226567
137,99,75,1.44163e-05,-0.128262
185,32,1,1.43791e-05,-0.00943
137,98,61,1.43616e-05,-0.0742361
157,92,1,1.4359e-05,-0.00752
333,67,5,1.43012e-05,-0.07777
185,31,1,1.42857e-05,-0.00943
1003,519,29,1.42797e-05,-0.199629
1003,420,26,1.42468e-05,-0.172268
185,30,1,1.41935e-05,-0.00943
157,91,1,1.41414e-05,-0.00752
185,29,1,1.41026e-05,-0.00943
1003,520,29,1.40797e-05,-0.199629
157,81,1,1.40351e-05,-0.00752
157,100,1,1.40351e-05,-0.00752
185,28,1,1.40127e-05,-0.00943
240,230,1,1.40015e-05,-0.96868
185,142,1,1.39535e-05,-0.00943
105,94,5,1.39392e-05,-0.006182
157,85,1,1.38889e-05,-0.00752
179,137,2,1.37616e-05,-0.83169
333,70,5,1.37529e-05,-0.07777
185,25,1,1.375e-05,-0.00943
564,507,11,1.36734e-05,-0.953062
185,24,1,1.36646e-05,-0.00943
157,74,1,1.36546e-05,-0.00752
443,375,3,1.36544e-05,-0.0226567
157,113,1,1.36364e-05,-0.00752
157,64,1,1.36201e-05,-0.00752
319,70,16,1.35898e-05,-0.0375
185,23,1,1.35802e-05,-0.00943
1003,534,27,1.35692e-05,-0.187781
1003,521,29,1.35505e-05,-0.199629
185,22,1,1.34969e-05,-0.00943
308,99,2,1.3423e-05,-0.09364
185,21,1,1.34146e-05,-0.00943
1003,540,28,1.3412e-05,-0.193669
1003,414,25,1.34067e-05,-0.166734
157,77,1,1.33333e-05,-0.00752
157,67,1,1.33333e-05,-0.00752
157,107,1,1.33333e-05,-0.00752
157,102,1,1.33333e-05,-0.00752
157,72,1,1.33333e-05,-0.00752
269,181,42,1.32623e-05,-0.10014
157,66,1,1.31868e-05,-0.00752
157,71,1,1.31783e-05,-0.00752
185,18,1,1.31737e-05,-0.00943
275,267,1,1.31579e-05,-0.04886
185,17,1,1.30952e-05,-0.00943
157,101,1,1.30952e-05,-0.00752
202,77,1,1.30909e-05,-0.01459
157,106,1,1.30719e-05,-0.00752
157,60,1,1.30584e-05,-0.00752
157,65,1,1.30435e-05,-0.00752
157,70,1,1.30268e-05,-0.00752
185,16,1,1.30178e-05,-0.00943
185,15,1,1.29412e-05,-0.00943
162,142,1,1.29032e-05,-0.0084
162,147,1,1.29032e-05,-0.0084
190,170,1,1.29032e-05,-0.01224
185,14,1,1.28655e-05,-0.00943
216,78,2,1.2845e-05,-0.07731
137,85,50,1.28331e-05,-0.0560608
157,63,1,1.2766e-05,-0.00752
336,284,1,1.27092e-05,-1
1003,438,24,1.26988e-05,-0.161883
157,73,1,1.26984e-05,-0.00752
49,27,2,1.26738e-05,-0.04355
185,11,1,1.26437e-05,-0.00943
185,10,1,1.25714e-05,-0.00943
319,64,13,1.25662e-05,-0.0315492
185,9,1,1.25e-05,-0.00943
443,427,1,1.25e-05,-0.02651
185,8,1,1.24294e-05,-0.00943
157,114,1,1.24031e-05,-0.00752
132,69,3,1.24012e-05,-0.00658333
185,7,1,1.23596e-05,-0.00943
157,59,1,1.22449e-05,-0.00752
157,86,1,1.22066e-05,-0.00752
746,652,1,1.21581e-05,-0.06201
185,4,1,1.21547e-05,-0.00943
157,58,1,1.21212e-05,-0.00752
157,80,1,1.21212e-05,-0.00752
185,3,1,1.20879e-05,-0.00943
157,52,1,1.20635e-05,-0.00752
185,2,1,1.20219e-05,-0.00943
157,46,1,1.2012e-05,-0.00752
442,379,1,1.2012e-05,-1
157,57,1,1.2e-05,-0.00752
157,79,1,1.19658e-05,-0.00752
185,1,1,1.19565e-05,-0.00943
157,51,1,1.19497e-05,-0.00752
443,385,3,1.19087e-05,-0.0226567
157,45,1,1.19048e-05,-0.00752
185,0,1,1.18919e-05,-0.00943
157,56,1,1.18812e-05,-0.00752
157,50,1,1.1838e-05,-0.00752
202,79,1,1.18256e-05,-0.01459
157,78,1,1.18143e-05,-0.00752
157,44,1,1.17994e-05,-0.00752
157,49,1,1.17284e-05,-0.00752
315,262,36,1.17177e-05,-0.466539
157,43,1,1.16959e-05,-0.00752
746,648,1,1.16618e-05,-0.06201
157,42,1,1.15942e-05,-0.00752
319,71,15,1.15742e-05,-0.0353927
1003,445,23,1.15075e-05,-0.156025
269,213,57,1.14527e-05,-0.122344
157,87,1,1.14286e-05,-0.00752
202,80,1,1.14257e-05,-0.01459
216,81,2,1.14132e-05,-0.07731
157,39,1,1.12994e-05,-0.00752
319,67,13,1.12845e-05,-0.0315492
109,64,60,1.12715e-05,-0.0447205
157,38,1,1.12045e-05,-0.00752
443,378,3,1.11599e-05,-0.0226567
319,65,13,1.11462e-05,-0.0315492
157,37,1,1.11111e-05,-0.00752
157,36,1,1.10193e-05,-0.00752
157,35,1,1.0929e-05,-0.00752
861,833,1,1.08696e-05,-0.08066
74,37,3,1.08597e-05,-0.624523
191,149,27,1.07654e-05,-0.185053
150,35,10,1.06836e-05,-0.028256
157,31,1,1.0582e-05,-0.00752
157,30,1,1.04987e-05,-0.00752
311,234,4,1.04873e-05,-0.847592
333,72,5,1.04857e-05,-0.07777
157,29,1,1.04167e-05,-0.00752
157,28,1,1.03359e-05,-0.00752
1003,430,4,1.02529e-05,-0.08938
750,666,2,1.02466e-05,-0.035375
1003,444,22,1.02093e-05,-0.150815
750,665,2,1.01261e-05,-0.035375
157,25,1,1.0101e-05,-0.00752
319,66,12,1.00984e-05,-0.0297542
157,24,1,1.00251e-05,-0.00752
157,23,1,9.95025e-06,-0.00752
1003,422,22,9.91836e-06,-0.150815
105,98,2,9.89486e-06,-0.00738
157,22,1,9.87654e-06,-0.00752
746,688,2,9.86331e-06,-0.045405
157,21,1,9.80392e-06,-0.00752
746,660,2,9.79121e-06,-0.0618
750,662,2,9.78085e-06,-0.035375
202,78,1,9.77517e-06,-0.01459
157,116,1,9.7561e-06,-0.00752
1003,542,21,9.65594e-06,-0.162736
157,18,1,9.59233e-06,-0.00752
809,673,1,9.5908e-06,-0.13052
1003,427,4,9.59058e-06,-0.08938
750,661,3,9.56586e-06,-0.05851
157,16,1,9.45626e-06,-0.00752
443,381,3,9.45563e-06,-0.0226567
1003,532,24,9.41559e-06,-0.17069
157,15,1,9.38967e-06,-0.00752
132,18,3,9.34675e-06,-0.00658333
157,14,1,9.32401e-06,-0.00752
750,669,1,9.25926e-06,-0.02786
1003,421,21,9.23506e-06,-0.14569
256,214,22,9.15865e-06,-0.629062
750,668,1,9.14634e-06,-0.02786
157,11,1,9.13242e-06,-0.00752
746,651,2,9.09591e-06,-0.0618
443,421,1,9.0909e-06,-0.02651
157,10,1,9.07029e-06,-0.00752
750,667,1,9.03614e-06,-0.02786
157,9,1,9.00901e-06,-0.00752
1003,541,23,8.96066e-06,-0.1658
157,8,1,8.94854e-06,-0.00752
718,653,10,8.89596e-06,-0.866362
157,7,1,8.88889e-06,-0.00752
202,85,1,8.80601e-06,-0.01459
1003,429,5,8.72686e-06,-0.116254
157,4,1,8.7146e-06,-0.00752
157,3,1,8.65801e-06,-0.00752
1003,442,20,8.60725e-06,-0.149384
157,2,1,8.60215e-06,-0.00752
1003,431,7,8.59725e-06,-0.117336
1003,424,20,8.57484e-06,-0.149384
396,357,1,8.54702e-06,-0.01912
157,1,1,8.54701e-06,-0.00752
1003,423,11,8.52906e-06,-0.141419
157,0,1,8.49257e-06,-0.00752
233,190,13,8.47844e-06,-0.853446
319,72,11,8.42129e-06,-0.0280445
856,840,1,8.33339e-06,-0.0773
185,144,1,8.13008e-06,-0.00943
269,227,80,8.02385e-06,-0.187023
137,100,58,7.92188e-06,-0.0743222
1003,428,18,7.91503e-06,-0.139341
185,168,1,7.84314e-06,-0.00943
216,79,2,7.71665e-06,-0.07731
746,658,2,7.65495e-06,-0.0618
707,690,2,7.32117e-06,-0.908225
1003,533,20,7.19504e-06,-0.157043
162,153,1,7.16847e-06,-0.0084
51,6,1,7.07717e-06,-0.90259
165,114,5,7.07608e-06,-0.560542
443,379,3,7.00717e-06,-0.0226567
218,93,1,6.85713e-06,-0.12217
361,325,4,6.83252e-06,-0.827095
137,93,44,6.65523e-06,-0.046607
319,73,10,6.63276e-06,-0.026475
41,26,2,6.61437e-06,-0.061895
319,81,10,6.60741e-06,-0.026475
324,284,13,6.49833e-06,-0.693838
1003,434,18,6.48438e-06,-0.139341
224,206,1,6.37095e-06,-0.69917
185,143,1,6.34921e-06,-0.00943
157,115,1,6.34921e-06,-0.00752
85,1,1,6.34526e-06,-0.86022
105,95,3,6.24362e-06,-0.00696333
162,141,1,6.1444e-06,-0.0084
333,66,3,6.13381e-06,-0.07112
750,630,2,6.08631e-06,-0.035375
746,659,2,6.08088e-06,-0.0618
315,268,17,6.07335e-06,-0.546098
308,73,2,5.9416e-06,-0.09364
862,833,1,5.8694e-06,-0.08669
162,129,1,5.8651e-06,-0.0084
202,87,1,5.7971e-06,-0.01459
202,86,1,5.74713e-06,-0.01459
882,877,1,5.55568e-06,-0.32635
157,133,1,5.55555e-06,-0.00752
1003,441,14,5.55317e-06,-0.128964
333,73,3,5.48741e-06,-0.07112
851,830,1,5.291e-06,-0.03803
216,80,1,5.00626e-06,-0.07349
200,149,8,4.98189e-06,-0.387478
308,158,2,4.92612e-06,-0.09364
445,357,11,4.83564e-06,-0.0466273
269,218,35,4.61975e-06,-0.0937071
443,380,3,4.60987e-06,-0.0226567
218,91,1,4.49943e-06,-0.12217
252,209,1,4.36066e-06,-1
137,22,3,4.3572e-06,-0.0674367
137,91,26,4.32149e-06,-0.0162519
52,6,1,4.1807e-06,-0.85427
746,654,2,4.17866e-06,-0.0618
252,247,1,4.16756e-06,-1
319,77,7,4.15236e-06,-0.0222014
308,93,2,4.03885e-06,-0.09364
218,94,1,3.94996e-06,-0.12217
443,357,2,3.82497e-06,-0.02403
308,71,2,3.7668e-06,-0.09364
308,72,2,3.69072e-06,-0.09364
456,111,4,3.48861e-06,-0.0100725
861,836,1,3.47826e-06,-0.08066
456,210,4,3.43098e-06,-0.0100725
162,143,1,3.39559e-06,-0.0084
456,213,4,3.36942e-06,-0.0100725
319,79,7,3.24286e-06,-0.0222014
361,273,2,3.22132e-06,-0.076725
308,161,2,3.16314e-06,-0.09364
456,212,4,3.14325e-06,-0.0100725
296,126,1,3.13703e-06,-0.8078
319,80,6,3.12182e-06,-0.0209133
746,661,2,3.10857e-06,-0.0618
200,144,4,3.08174e-06,-0.368755
354,318,1,3.05257e-06,-0.37668
456,227,4,3.01607e-06,-0.0100725
456,108,4,3.01487e-06,-0.0100725
456,209,4,3.0018e-06,-0.0100725
456,217,4,2.99662e-06,-0.0100725
149,114,4,2.95805e-06,-0.978595
137,92,21,2.92758e-06,-0.010269
456,228,4,2.91626e-06,-0.0100725
456,112,4,2.90237e-06,-0.0100725
456,216,4,2.87784e-06,-0.0100725
456,113,4,2.83569e-06,-0.0100725
714,633,1,2.7135e-06,-1
361,305,1,2.6455e-06,-0.0837
163,123,3,2.64182e-06,-0.1262
745,651,2,2.62734e-06,-0.07423
456,220,4,2.60006e-06,-0.0100725
456,226,4,2.55697e-06,-0.0100725
746,682,1,2.53378e-06,-0.04672
456,219,4,2.48145e-06,-0.0100725
456,218,4,2.47102e-06,-0.0100725
718,651,1,2.38806e-06,-0.09077
269,216,1,2.31036e-06,-0.04018
456,231,4,2.27127e-06,-0.0100725
319,78,3,2.24794e-06,-0.0175333
308,163,2,2.1888e-06,-0.09364
456,206,4,2.14515e-06,-0.0100725
456,232,4,2.05247e-06,-0.0100725
456,225,4,1.99027e-06,-0.0100725
456,234,3,1.98879e-06,-0.01023
456,211,4,1.98174e-06,-0.0100725
456,233,4,1.94723e-06,-0.0100725
319,85,3,1.92793e-06,-0.0175333
456,224,3,1.90606e-06,-0.01023
456,240,3,1.88978e-06,-0.01023
456,239,4,1.76474e-06,-0.0100725
456,235,4,1.7328e-06,-0.0100725
456,238,3,1.7148e-06,-0.01023
456,242,4,1.67027e-06,-0.0100725
456,241,4,1.66128e-06,-0.0100725
863,830,1,1.51519e-06,-0.05271
216,86,1,1.30933e-06,-0.07349
869,843,1,1.09893e-06,-0.30233
191,155,1,1.08935e-06,-0.14038
870,835,1,9.52403e-07,-0.17846
456,246,3,8.08245e-07,-0.01023
456,245,2,7.22966e-07,-0.010605
456,248,2,4.88103e-07,-0.010605
308,74,1,3.63702e-07,-0.08937
745,823,8,-1.13387e-06,-1
745,820,7,-1.24846e-06,-1
14,100,6,-3.03258e-06,-0.990833
381,466,1,-4.11763e-06,-1
717,812,4,-4.28433e-06,-1
88,171,2,-5.42395e-06,-0.593885
14,98,6,-6.86124e-06,-0.990833
88,170,3,-7.46666e-06,-0.58897
346,441,10,-9.33275e-06,-0.975005
381,476,26,-1.35811e-05,-1
534,630,18,-1.47623e-05,-1
254,340,18,-1.50705e-05,-1
88,169,4,-1.71507e-05,-0.584015
88,177,6,-1.86278e-05,-0.570642
717,805,25,-2.21524e-05,-1
14,86,6,-2.28522e-05,-0.990833
17,102,21,-2.6287e-05,-1
717,799,24,-2.81411e-05,-1
88,98,6,-2.90006e-05,-0.570642
254,350,24,-2.90984e-05,-1
163,249,55,-2.95611e-05,-1
745,821,17,-2.96032e-05,-1
72,158,42,-3.06998e-05,-1
177,263,15,-3.08632e-05,-1
86,172,88,-3.23554e-05,-1
88,172,8,-3.25319e-05,-0.559156
14,94,6,-3.45596e-05,-0.990833
346,434,20,-3.77873e-05,-0.987502
177,273,17,-3.91441e-05,-1
381,469,53,-3.96727e-05,-1
163,259,56,-3.99463e-05,-1
534,623,26,-4.06427e-05,-1
17,112,21,-4.22552e-05,-1
14,95,6,-4.31428e-05,-0.990833
14,93,8,-4.33681e-05,-0.98898
717,795,26,-4.42567e-05,-1
72,168,47,-4.44162e-05,-1
268,357,3,-4.52854e-05,-1
88,165,15,-4.6761e-05,-0.516487
86,182,89,-4.91344e-05,-1
717,792,26,-4.93192e-05,-1
268,351,3,-5.08789e-05,-1
534,617,28,-5.1252e-05,-1
346,428,21,-5.19648e-05,-0.988098
268,347,4,-5.64222e-05,-1
745,822,18,-5.66554e-05,-1
745,841,18,-5.73909e-05,-1
381,463,54,-5.9515e-05,-1
23,30,11,-6.2474e-05,-0.937361
268,344,4,-6.27134e-05,-1
88,168,20,-6.46364e-05,-0.487516
381,459,54,-6.47864e-05,-1
717,722,13,-6.55262e-05,-0.391078
346,421,21,-6.55657e-05,-0.988098
346,424,21,-6.57246e-05,-0.988098
534,610,29,-6.58678e-05,-1
14,85,12,-6.60738e-05,-0.984755
534,613,29,-6.65881e-05,-1
717,793,29,-7.16242e-05,-0.997837
88,176,20,-7.18558e-05,-0.487516
74,81,17,-7.23823e-05,-0.940559
346,423,21,-7.41881e-05,-0.988098
268,361,5,-7.43724e-05,-0.96689
381,456,54,-7.5034e-05,-1
254,343,33,-7.76991e-05,-0.998612
717,794,28,-7.9316e-05,-1
254,337,32,-8.12878e-05,-1
268,345,5,-8.13975e-05,-0.987652
14,80,14,-8.26877e-05,-0.985174
346,442,21,-8.2926e-05,-0.988098
25,32,35,-8.30053e-05,-0.930202
745,837,21,-8.50201e-05,-0.996868
88,175,20,-8.82324e-05,-0.487516
17,99,21,-8.86069e-05,-1
17,105,21,-8.87783e-05,-1
717,813,29,-8.95182e-05,-0.997837
268,346,6,-8.95971e-05,-0.972408
534,612,28,-9.19344e-05,-1
745,813,19,-9.24968e-05,-1
14,77,15,-9.26679e-05,-0.984221
346,422,21,-9.28854e-05,-0.988098
163,252,58,-9.30947e-05,-1
163,246,58,-9.59965e-05,-1
745,843,21,-9.67879e-05,-0.996868
14,74,16,-9.68619e-05,-0.983191
177,266,21,-9.74969e-05,-1
534,539,26,-9.84903e-05,-0.699731
254,333,33,-9.89235e-05,-0.998612
72,155,51,-9.89939e-05,-1
74,169,27,-9.90711e-05,-0.931769
254,330,33,-9.93061e-05,-0.998612
745,844,21,-0.000100233,-0.996868
268,358,33,-0.000100816,-0.684419
381,477,55,-0.000100824,-0.999198
46,53,76,-0.000101242,-0.920405
268,360,48,-0.000101974,-0.598891
268,359,45,-0.000102316,-0.611858
177,260,21,-0.000103902,-1
17,95,21,-0.000104295,-1
72,161,51,-0.000104463,-1
268,337,9,-0.000105389,-0.91901
16,23,21,-0.000105513,-0.930158
17,92,21,-0.000106105,-1
381,457,55,-0.000106315,-0.999198
268,343,15,-0.000106719,-0.820918
18,25,71,-0.000107892,-0.911558
534,611,29,-0.000109109,-1
268,338,32,-0.000110389,-0.689979
534,631,29,-0.000111332,-1
14,79,17,-0.000113069,-0.981514
163,239,59,-0.000113119,-0.999185
163,242,59,-0.000113371,-0.999185
534,722,22,-0.000113394,-0.975986
72,151,52,-0.000113912,-1
268,340,29,-0.00011418,-0.70741
177,360,28,-0.0001149,-0.869802
11,18,48,-0.000115515,-0.928239
717,809,32,-0.000115587,-0.982568
74,178,27,-0.000115909,-0.931769
86,169,91,-0.000116127,-1
745,847,23,-0.000117095,-0.98627
177,364,17,-0.000117156,-0.957519
534,721,27,-0.000117245,-0.924718
45,127,18,-0.000117558,-1
32,39,17,-0.000117586,-0.921792
717,816,33,-0.000117851,-0.975539
534,724,27,-0.000118185,-0.876671
346,533,21,-0.000119154,-0.988098
177,359,31,-0.000119171,-0.850224
177,354,35,-0.000119301,-0.825539
74,177,27,-0.000120144,-0.931769
177,353,29,-0.000120417,-0.863168
346,438,21,-0.000120714,-0.988098
268,333,50,-0.000120748,-0.602768
86,175,91,-0.000121228,-1
381,568,60,-0.000122078,-0.984667
346,445,21,-0.000122989,-0.988098
177,352,31,-0.000123199,-0.850224
717,815,33,-0.000123215,-0.976747
72,148,52,-0.000123295,-1
717,819,40,-0.000124076,-0.922446
254,331,35,-0.00012457,-0.992156
177,351,32,-0.000125294,-0.843917
4,11,66,-0.000125586,-0.925301
534,723,31,-0.000125741,-0.876692
177,347,42,-0.000125991,-0.785191
9,16,27,-0.000126341,-0.930086
346,542,21,-0.000127053,-0.988098
177,253,21,-0.000127175,-1
254,351,35,-0.000127532,-0.992156
177,256,21,-0.000127671,-1
86,165,91,-0.000127736,-1
346,541,21,-0.000128003,-0.988098
177,350,48,-0.000128074,-0.752742
46,141,30,-0.000128261,-0.901708
381,577,62,-0.000130602,-0.975918
381,458,56,-0.000130683,-0.997696
381,576,62,-0.00013117,-0.975918
381,473,60,-0.000131257,-0.985291
163,241,60,-0.000131817,-0.997689
381,385,28,-0.000132644,-0.676525
346,444,21,-0.000132881,-0.988098
17,113,21,-0.000132975,-1
534,627,34,-0.000133804,-0.97765
17,93,21,-0.000134319,-1
346,414,21,-0.000136053,-0.988098
45,123,19,-0.000136512,-1
177,358,48,-0.000136669,-0.752742
45,120,19,-0.000136769,-1
2,9,46,-0.000137507,-0.927593
17,204,21,-0.000137747,-1
534,634,34,-0.000138204,-0.97765
177,357,50,-0.000138697,-0.742278
381,480,59,-0.000139591,-0.989257
18,113,31,-0.000139972,-0.895139
381,567,63,-0.000140234,-0.970593
346,532,21,-0.000140471,-0.988098
268,336,62,-0.000140826,-0.554248
346,448,21,-0.000140932,-0.988098
177,254,23,-0.000141237,-0.992881
163,260,60,-0.000141616,-0.997689
163,351,62,-0.000142923,-0.992619
381,479,59,-0.000143882,-0.989257
534,637,39,-0.000144491,-0.937599
717,785,30,-0.000144544,-0.994444
86,162,91,-0.000144578,-1
534,717,33,-0.000144681,-0.851719
163,240,60,-0.000145035,-0.997689
177,274,22,-0.000145695,-0.997305
17,212,21,-0.000146852,-1
534,633,34,-0.00014738,-0.97765
17,213,21,-0.000148145,-1
177,255,22,-0.000148348,-0.997305
254,332,34,-0.000149473,-0.995927
163,360,62,-0.000149966,-0.992619
14,78,17,-0.000150061,-0.981514
88,157,20,-0.000150117,-0.487516
534,603,32,-0.000151518,-0.988322
46,150,30,-0.000151702,-0.901708
381,483,62,-0.000151769,-0.975918
163,359,61,-0.000152077,-0.99556
268,339,60,-0.00015234,-0.561955
381,570,66,-0.000152347,-0.952336
