DTE1,DTE2,Count,Average,pDelta
232,154,41,0.00050876,-0.592
30,0,222,0.000508738,-0.35787
232,141,41,0.000508574,-0.592
533,515,1,0.000508509,-1
200,182,48,0.000508396,-0.628092
358,312,1,0.000508182,-1
745,497,66,0.000508179,-0.555351
324,155,41,0.000507654,-0.560811
745,511,66,0.000507609,-0.555351
81,0,4,0.000507508,-0.312703
745,498,66,0.000507421,-0.555351
256,238,49,0.000507417,-0.793511
268,24,91,0.000507377,-0.556215
223,81,48,0.000507261,-0.552482
137,118,97,0.000507184,-0.350648
232,58,41,0.000507028,-0.592
289,156,115,0.000506609,-0.481591
324,150,41,0.000505825,-0.560811
64,36,2,0.0005057,-0.465625
324,218,41,0.000505679,-0.560811
289,147,115,0.000505598,-0.481591
137,109,143,0.000505452,-0.456709
812,682,31,0.000505421,-0.677744
232,136,41,0.000505327,-0.592
190,101,53,0.000505294,-0.790496
289,193,115,0.000504862,-0.481591
156,49,115,0.000504528,-0.453093
360,177,81,0.000504317,-0.442582
92,13,1,0.000503852,-0.90752
745,519,66,0.000503769,-0.555351
256,235,49,0.000503192,-0.793511
27,18,19,0.000502832,-0.687977
132,36,51,0.000502811,-0.560222
100,39,95,0.000502758,-0.481526
232,57,41,0.000502737,-0.592
51,16,2,0.000502465,-0.91342
812,751,31,0.000502456,-0.677744
219,114,28,0.000502432,-0.832896
268,23,91,0.00050217,-0.556215
232,151,41,0.000501581,-0.592
289,144,115,0.000501335,-0.481591
32,6,48,0.000501251,-0.33667
59,37,3,0.00050103,-0.933947
289,149,115,0.000500927,-0.481591
289,150,115,0.000500902,-0.481591
718,689,22,0.000500871,-0.877466
190,135,53,0.000500857,-0.790496
212,101,115,0.000500204,-0.452356
325,226,24,0.000500106,-0.871847
141,67,36,0.000499721,-0.671661
223,71,48,0.000499644,-0.552482
29,6,12,0.0004996,-0.460863
62,23,2,0.000499519,-0.870415
223,113,48,0.00049945,-0.552482
59,23,3,0.000499336,-0.933947
132,23,51,0.000499207,-0.560222
745,518,66,0.000499136,-0.555351
745,679,64,0.00049871,-0.570929
219,168,28,0.00049849,-0.832896
223,64,48,0.000498387,-0.552482
132,31,51,0.000498307,-0.560222
132,32,51,0.000498305,-0.560222
238,232,6,0.000498097,-0.385878
232,53,41,0.000497994,-0.592
212,100,115,0.000497867,-0.452356
212,108,115,0.000497784,-0.452356
83,35,2,0.000497615,-0.825445
227,206,2,0.000497558,-0.69126
268,22,91,0.000497506,-0.556215
232,56,41,0.000497298,-0.592
212,109,115,0.000497202,-0.452356
405,303,4,0.00049704,-1
812,659,31,0.000496939,-0.677744
360,176,81,0.000496916,-0.442582
37,4,165,0.000496854,-0.428722
223,70,48,0.000496711,-0.552482
77,0,38,0.000496687,-0.429006
268,21,91,0.000496254,-0.556215
289,168,115,0.000496104,-0.481591
883,875,23,0.000496094,-0.9724
223,65,48,0.000495872,-0.552482
132,42,48,0.000495584,-0.594824
268,18,91,0.000495136,-0.556215
223,63,48,0.000494984,-0.552482
289,154,115,0.000494853,-0.481591
156,45,115,0.000494818,-0.453093
745,512,66,0.00049473,-0.555351
51,17,2,0.000494407,-0.91342
289,157,115,0.000494309,-0.481591
64,32,2,0.000494307,-0.465625
360,175,81,0.000494236,-0.442582
141,93,36,0.000494064,-0.671661
15,6,83,0.000493898,-0.30896
156,44,115,0.000493419,-0.453093
241,222,117,0.000493383,-0.397301
361,336,103,0.000492938,-0.445795
76,65,5,0.000492873,-0.864546
156,52,115,0.000492522,-0.453093
289,140,115,0.000492387,-0.481591
232,164,41,0.000492323,-0.592
80,52,8,0.00049215,-0.711451
360,169,81,0.000491859,-0.442582
212,98,115,0.00049182,-0.452356
232,52,41,0.000491654,-0.592
200,179,48,0.000491618,-0.628092
324,273,41,0.000491553,-0.560811
812,660,31,0.000491445,-0.677744
360,170,81,0.000491243,-0.442582
156,53,115,0.000491072,-0.453093
812,658,31,0.000490894,-0.677744
141,128,2,0.000490656,-0.897065
43,9,419,0.0004906,-0.453125
212,95,115,0.00049053,-0.452356
232,142,41,0.000490425,-0.592
315,183,36,0.000490397,-0.466539
366,259,71,0.000490227,-0.503348
223,66,48,0.000490132,-0.552482
190,108,53,0.000490039,-0.790496
223,60,48,0.000489968,-0.552482
142,88,24,0.00048995,-0.976553
162,91,53,0.000489863,-0.808256
132,49,51,0.00048975,-0.560222
212,107,115,0.000489594,-0.452356
141,58,36,0.000489393,-0.671661
85,31,1,0.000489334,-0.67022
64,31,2,0.000489295,-0.465625
223,59,48,0.000489283,-0.552482
162,101,53,0.000489249,-0.808256
232,140,41,0.000488943,-0.592
132,37,51,0.000488911,-0.560222
106,0,7,0.000488903,-0.850199
223,67,48,0.00048888,-0.552482
197,90,156,0.000488755,-0.401936
360,171,81,0.000488526,-0.442582
311,205,16,0.000488293,-0.92436
289,164,115,0.000488266,-0.481591
360,168,81,0.000488224,-0.442582
76,23,5,0.000488162,-0.864546
80,39,6,0.000488115,-0.647948
232,169,41,0.000487899,-0.592
360,172,81,0.000487584,-0.442582
289,141,115,0.000487321,-0.481591
289,151,115,0.000487266,-0.481591
212,106,115,0.000486923,-0.452356
156,42,115,0.000486784,-0.453093
91,28,28,0.000486777,-0.32133
232,163,41,0.000486693,-0.592
132,35,51,0.000486491,-0.560222
156,51,115,0.000486453,-0.453093
289,143,115,0.000486189,-0.481591
232,165,41,0.000486172,-0.592
534,266,73,0.000485917,-0.606727
223,58,48,0.000485492,-0.552482
59,17,3,0.000485469,-0.933947
79,48,2,0.000485465,-0.934555
519,507,1,0.000485381,-1
212,113,115,0.00048537,-0.452356
289,137,115,0.000485129,-0.481591
100,41,95,0.000485072,-0.481526
43,0,468,0.000485022,-0.454166
409,325,1,0.000484848,-1
366,255,71,0.000484696,-0.503348
289,121,115,0.000484692,-0.481591
289,120,115,0.000484601,-0.481591
311,77,16,0.000484452,-0.92436
237,222,4,0.00048441,-0.749765
109,98,150,0.000484367,-0.299328
191,64,83,0.000484317,-0.456025
156,39,115,0.000484266,-0.453093
289,119,115,0.000484184,-0.481591
212,93,115,0.000484171,-0.452356
79,58,2,0.000484082,-0.934555
232,50,41,0.000484067,-0.592
366,254,71,0.000484049,-0.503348
156,50,115,0.000483905,-0.453093
232,51,41,0.00048383,-0.592
212,84,115,0.000483821,-0.452356
62,17,2,0.000483594,-0.870415
360,165,81,0.000483135,-0.442582
88,46,3,0.000482991,-0.23972
212,94,115,0.000482753,-0.452356
315,184,36,0.000482717,-0.466539
76,9,5,0.000482665,-0.864546
53,1,2,0.000482445,-0.91778
1003,983,54,0.000482352,-0.557233
132,46,51,0.000482306,-0.560222
360,164,81,0.000482278,-0.442582
232,168,41,0.000481981,-0.592
289,142,115,0.000481713,-0.481591
74,50,57,0.000481674,-0.69155
232,46,41,0.000481624,-0.592
812,680,31,0.000481423,-0.677744
132,73,51,0.000481376,-0.560222
232,49,41,0.000481313,-0.592
223,121,48,0.0004813,-0.552482
289,198,115,0.000481175,-0.481591
197,94,156,0.000480586,-0.401936
405,350,4,0.000480156,-1
197,93,156,0.000480047,-0.401936
366,249,71,0.000480002,-0.503348
73,49,2,0.000479749,-0.89251
156,37,115,0.000479618,-0.453093
86,6,1,0.000479592,-0.85716
410,396,13,0.000479476,-0.955349
64,21,2,0.000479421,-0.465625
442,422,1,0.00047928,-1
324,226,41,0.000479125,-0.560811
275,168,171,0.000479047,-0.42347
366,252,71,0.000479046,-0.503348
238,225,4,0.000479016,-0.0788175
156,57,115,0.000479005,-0.453093
43,2,476,0.000478938,-0.454597
212,112,115,0.000478936,-0.452356
315,182,36,0.00047874,-0.466539
91,16,28,0.000478614,-0.32133
812,661,31,0.000478564,-0.677744
360,163,81,0.000478558,-0.442582
319,310,91,0.000478377,-0.590879
156,38,115,0.000478359,-0.453093
366,238,71,0.000478292,-0.503348
79,16,2,0.000478161,-0.934555
745,676,63,0.000478157,-0.577821
232,144,41,0.000478148,-0.592
43,3,416,0.000477571,-0.462812
233,136,24,0.000477552,-0.915316
324,149,41,0.000477254,-0.560811
181,116,2,0.000477191,-0.954875
315,185,36,0.000477027,-0.466539
197,86,156,0.000476948,-0.401936
156,28,115,0.000476926,-0.453093
133,119,3,0.000476756,-0.77076
223,57,48,0.000476755,-0.552482
428,416,1,0.000476607,-1
32,13,54,0.000476532,-0.301217
232,176,41,0.000476482,-0.592
73,37,2,0.000476394,-0.89251
132,120,51,0.000476284,-0.560222
59,36,3,0.000476155,-0.933947
142,50,24,0.000476146,-0.976553
223,56,48,0.00047579,-0.552482
812,654,31,0.000475741,-0.677744
66,17,2,0.000475658,-0.857495
190,119,53,0.000475504,-0.790496
142,45,24,0.000475337,-0.976553
405,296,4,0.000475006,-1
156,56,115,0.000474697,-0.453093
212,81,115,0.000474474,-0.452356
43,1,474,0.000474122,-0.455348
197,85,156,0.000473752,-0.401936
232,45,41,0.000473738,-0.592
92,44,1,0.000473732,-0.90752
132,39,51,0.000473711,-0.560222
324,220,41,0.000473666,-0.560811
289,115,115,0.000473327,-0.481591
197,98,156,0.00047325,-0.401936
92,7,1,0.000473146,-0.90752
108,88,13,0.000473133,-0.556452
84,60,1,0.00047309,-0.91626
241,223,118,0.000473052,-0.394389
354,332,22,0.000473041,-0.697276
324,148,41,0.000472737,-0.560811
289,196,115,0.00047256,-0.481591
366,247,71,0.000472332,-0.503348
197,92,156,0.000472234,-0.401936
101,2,1,0.000472007,-0.83701
191,65,83,0.000471973,-0.456025
191,63,83,0.0004719,-0.456025
233,179,24,0.000471625,-0.915316
315,186,36,0.000471517,-0.466539
190,129,53,0.000471447,-0.790496
366,248,71,0.000471311,-0.503348
360,162,81,0.000471301,-0.442582
223,115,48,0.000471088,-0.552482
197,91,156,0.000470705,-0.401936
212,114,115,0.00047059,-0.452356
717,448,74,0.000470548,-0.603188
53,2,2,0.000470497,-0.91778
92,6,1,0.000470425,-0.90752
324,144,41,0.000470348,-0.560811
212,115,115,0.000470283,-0.452356
181,107,2,0.000470256,-0.954875
212,99,115,0.00046995,-0.452356
275,164,171,0.00046994,-0.42347
56,32,1,0.000469835,-0.98357
233,137,24,0.000469784,-0.915316
156,43,115,0.000469699,-0.453093
223,53,48,0.000469559,-0.552482
360,161,81,0.000469472,-0.442582
27,3,15,0.000469052,-0.535472
212,92,115,0.000469019,-0.452356
142,46,24,0.000468957,-0.976553
256,232,49,0.00046887,-0.793511
223,52,48,0.00046864,-0.552482
80,13,1,0.000468491,-0.85594
366,262,71,0.00046822,-0.503348
315,192,36,0.000468137,-0.466539
366,235,71,0.000468114,-0.503348
162,92,53,0.000468089,-0.808256
197,83,156,0.000468078,-0.401936
156,25,115,0.00046799,-0.453093
405,168,4,0.000467912,-1
197,97,156,0.000467911,-0.401936
289,114,115,0.000467839,-0.481591
232,147,41,0.00046774,-0.592
233,141,24,0.000467573,-0.915316
256,247,49,0.000467394,-0.793511
156,59,115,0.000467307,-0.453093
232,155,41,0.000467297,-0.592
163,95,185,0.000467205,-0.583415
109,95,157,0.000467151,-0.286192
228,212,63,0.00046711,-0.497927
128,74,28,0.000466899,-0.879063
275,163,171,0.000466846,-0.42347
66,36,2,0.000466564,-0.854835
181,128,2,0.000466456,-0.954875
156,58,115,0.000466418,-0.453093
223,51,48,0.000466366,-0.552482
232,44,41,0.000466094,-0.592
156,36,115,0.000466074,-0.453093
366,263,71,0.000466,-0.503348
212,85,115,0.000465983,-0.452356
812,676,31,0.000465966,-0.677744
275,172,171,0.000465897,-0.42347
275,171,171,0.000465794,-0.42347
197,80,156,0.00046573,-0.401936
156,64,115,0.000465485,-0.453093
223,49,48,0.000465344,-0.552482
315,178,36,0.000464912,-0.466539
74,56,89,0.000464775,-0.772498
212,120,115,0.000464611,-0.452356
137,108,143,0.000464282,-0.456709
191,66,83,0.000464185,-0.456025
325,219,24,0.000464059,-0.871847
63,60,2,0.00046389,-0.909565
23,13,135,0.00046387,-0.39654
360,158,81,0.000463675,-0.442582
289,136,115,0.000463593,-0.481591
232,37,41,0.000463531,-0.592
315,196,36,0.000463144,-0.466539
150,131,144,0.000463092,-0.322669
223,168,48,0.000462945,-0.552482
80,49,8,0.000462878,-0.711451
132,64,51,0.000462535,-0.560222
360,157,81,0.000462284,-0.442582
132,59,51,0.000462261,-0.560222
324,147,41,0.000461858,-0.560811
223,50,48,0.000461857,-0.552482
190,120,53,0.000461833,-0.790496
156,29,115,0.000461807,-0.453093
25,1,190,0.000461532,-0.384959
64,30,2,0.000461502,-0.465625
315,189,36,0.000461448,-0.466539
275,161,171,0.000461429,-0.42347
80,50,8,0.000461324,-0.711451
197,99,156,0.000461302,-0.401936
315,176,36,0.000461244,-0.466539
39,6,32,0.000461238,-0.382633
315,168,36,0.000461078,-0.466539
64,38,2,0.000460875,-0.465625
324,270,41,0.000460755,-0.560811
48,34,99,0.000460674,-0.457569
674,567,74,0.000460673,-0.459504
232,39,41,0.000460624,-0.592
197,100,156,0.000460536,-0.401936
212,78,115,0.000460514,-0.452356
315,193,36,0.000460251,-0.466539
354,337,22,0.000460194,-0.697276
43,10,367,0.00046005,-0.436065
87,9,15,0.000459981,-0.576246
289,113,115,0.000459968,-0.481591
275,158,171,0.000459937,-0.42347
315,190,36,0.000459887,-0.466539
232,31,41,0.000459809,-0.592
360,156,81,0.000459794,-0.442582
324,143,41,0.000459711,-0.560811
197,78,156,0.000459534,-0.401936
191,59,83,0.000458937,-0.456025
232,30,41,0.000458858,-0.592
812,648,31,0.000458846,-0.677744
232,38,41,0.000458702,-0.592
366,261,71,0.000458659,-0.503348
318,303,2,0.000458642,-0.64407
223,46,48,0.000458561,-0.552482
212,71,115,0.000458471,-0.452356
197,105,156,0.000458273,-0.401936
197,79,156,0.000458243,-0.401936
445,420,71,0.000458218,-0.506275
360,154,81,0.000457816,-0.442582
191,77,83,0.000457721,-0.456025
212,79,115,0.000457556,-0.452356
232,29,41,0.00045739,-0.592
91,17,28,0.000457268,-0.32133
275,170,171,0.000457264,-0.42347
325,91,24,0.000457243,-0.871847
232,35,41,0.000457145,-0.592
366,225,71,0.000457001,-0.503348
366,260,71,0.000456762,-0.503348
232,43,41,0.000456685,-0.592
150,141,98,0.000456206,-0.437534
132,63,51,0.00045594,-0.560222
232,32,41,0.000455929,-0.592
212,86,115,0.000455901,-0.452356
312,304,1,0.000455882,-0.07011
311,259,16,0.000455608,-0.92436
232,28,41,0.000455569,-0.592
65,13,1,0.000455541,-1
223,45,48,0.00045554,-0.552482
232,42,41,0.000455473,-0.592
197,69,156,0.000455429,-0.401936
360,155,81,0.000455373,-0.442582
132,58,51,0.000455085,-0.560222
275,169,171,0.000455072,-0.42347
812,681,31,0.000455006,-0.677744
191,67,83,0.000454903,-0.456025
436,168,61,0.000454876,-0.550883
275,176,171,0.000454863,-0.42347
132,60,51,0.000454722,-0.560222
289,165,115,0.000454481,-0.481591
162,114,53,0.000454429,-0.808256
310,203,181,0.00045377,-0.403542
64,8,2,0.00045357,-0.465625
88,70,44,0.000453546,-0.442926
674,563,74,0.0004534,-0.459504
315,165,36,0.00045333,-0.466539
132,50,51,0.000453051,-0.560222
156,30,115,0.000452943,-0.453093
101,1,1,0.000452925,-0.83701
366,239,71,0.000452787,-0.503348
156,22,115,0.000452675,-0.453093
275,156,171,0.000452587,-0.42347
674,562,74,0.000452578,-0.459504
80,42,7,0.000452571,-0.69081
315,170,36,0.000452349,-0.466539
51,45,2,0.000452293,-0.91342
132,71,51,0.000452117,-0.560222
191,57,83,0.000452019,-0.456025
315,177,36,0.000451968,-0.466539
232,36,41,0.000451843,-0.592
156,23,115,0.000451805,-0.453093
275,157,171,0.000451643,-0.42347
275,147,171,0.000451583,-0.42347
360,151,81,0.000451465,-0.442582
39,5,32,0.000451423,-0.382633
219,122,28,0.000451408,-0.832896
62,6,1,0.000451067,-0.89046
191,73,83,0.000450914,-0.456025
366,232,71,0.000450616,-0.503348
128,31,28,0.000450612,-0.879063
91,24,28,0.000450584,-0.32133
191,74,83,0.000450556,-0.456025
366,253,71,0.000450474,-0.503348
66,20,1,0.000450465,-0.89738
533,513,1,0.00045045,-1
715,695,1,0.00045045,-1
366,246,71,0.000450075,-0.503348
128,36,28,0.000449717,-0.879063
212,70,115,0.000449713,-0.452356
315,171,36,0.000449684,-0.466539
73,46,2,0.000449524,-0.89251
212,73,115,0.000449159,-0.452356
150,132,144,0.000449149,-0.322669
197,84,156,0.000449148,-0.401936
289,106,115,0.000449113,-0.481591
674,557,74,0.000448953,-0.459504
212,72,115,0.000448908,-0.452356
324,137,41,0.000448897,-0.560811
289,107,115,0.000448876,-0.481591
315,175,36,0.000448864,-0.466539
324,141,41,0.000448836,-0.560811
360,150,81,0.000448816,-0.442582
312,303,1,0.000448802,-0.07011
79,1,3,0.00044859,-0.270467
366,196,71,0.000448418,-0.503348
366,198,71,0.000448341,-0.503348
812,653,31,0.000448239,-0.677744
91,11,28,0.000448069,-0.32133
197,77,156,0.000447922,-0.401936
275,175,171,0.000447877,-0.42347
232,172,41,0.000447836,-0.592
324,142,41,0.000447739,-0.560811
212,80,115,0.000447606,-0.452356
315,163,36,0.000447461,-0.466539
219,165,28,0.000447341,-0.832896
315,169,36,0.000447294,-0.466539
156,35,115,0.000447133,-0.453093
232,24,41,0.000447116,-0.592
86,74,3,0.000446975,-0.535247
66,38,1,0.000446877,-0.89206
197,66,156,0.000446783,-0.401936
366,197,71,0.000446477,-0.503348
232,183,41,0.000446309,-0.592
212,77,115,0.000446281,-0.452356
212,67,115,0.000446239,-0.452356
85,13,2,0.000446177,-0.92262
226,220,1,0.000446009,-0.68505
156,24,115,0.000445944,-0.453093
141,57,36,0.000445919,-0.671661
91,15,28,0.000445853,-0.32133
212,91,115,0.000445781,-0.452356
200,176,48,0.000445764,-0.628092
219,127,28,0.000445761,-0.832896
162,88,53,0.000445584,-0.808256
289,112,115,0.000445518,-0.481591
162,79,53,0.000445467,-0.808256
64,18,2,0.000445403,-0.465625
315,155,36,0.000445326,-0.466539
315,197,36,0.000445236,-0.466539
268,0,91,0.000445207,-0.556215
219,123,28,0.000445198,-0.832896
156,15,115,0.00044501,-0.453093
310,198,180,0.00044489,-0.405726
233,142,24,0.000444881,-0.915316
223,44,48,0.000444847,-0.552482
674,560,74,0.000444566,-0.459504
191,49,83,0.000444516,-0.456025
366,224,71,0.000444479,-0.503348
232,23,41,0.000444129,-0.592
156,60,115,0.000443968,-0.453093
333,314,119,0.000443873,-0.399065
190,142,53,0.00044387,-0.790496
310,199,182,0.000443599,-0.401382
191,31,83,0.000443447,-0.456025
142,51,24,0.000443431,-0.976553
674,546,74,0.000443404,-0.459504
289,109,115,0.000443259,-0.481591
79,0,3,0.000443259,-0.270467
212,116,115,0.000443207,-0.452356
366,267,71,0.000443036,-0.503348
324,140,41,0.000443034,-0.560811
128,32,28,0.000442934,-0.879063
275,144,171,0.00044283,-0.42347
223,114,48,0.000442779,-0.552482
197,70,156,0.00044275,-0.401936
714,605,2,0.000442654,-1
80,59,4,0.000442529,-0.8649
315,191,36,0.000442368,-0.466539
366,221,71,0.000442046,-0.503348
315,150,36,0.000442038,-0.466539
191,78,83,0.000441899,-0.456025
315,154,36,0.000441748,-0.466539
275,177,171,0.000441598,-0.42347
310,206,181,0.000441489,-0.403542
232,22,41,0.000441468,-0.592
223,43,48,0.000441371,-0.552482
156,31,115,0.000441126,-0.453093
366,226,71,0.000440982,-0.503348
324,219,41,0.000440954,-0.560811
228,211,63,0.000440856,-0.497927
156,21,115,0.000440842,-0.453093
66,21,2,0.00044074,-0.857495
674,570,74,0.000440598,-0.459504
366,227,71,0.000440564,-0.503348
315,203,36,0.000440537,-0.466539
324,120,41,0.000440487,-0.560811
232,143,41,0.000440482,-0.592
232,21,41,0.000440448,-0.592
324,121,41,0.000440431,-0.560811
275,178,171,0.000440344,-0.42347
315,151,36,0.000440235,-0.466539
310,207,182,0.000440081,-0.401382
191,30,83,0.000439947,-0.456025
156,17,115,0.000439633,-0.453093
132,38,51,0.000439561,-0.560222
212,87,115,0.000439512,-0.452356
51,14,2,0.000439304,-0.91342
366,192,71,0.000439184,-0.503348
674,555,74,0.000439118,-0.459504
156,16,115,0.000439105,-0.453093
191,36,83,0.000438981,-0.456025
324,119,41,0.00043898,-0.560811
212,63,115,0.000438727,-0.452356
275,162,171,0.000438701,-0.42347
315,156,36,0.000438675,-0.466539
212,74,115,0.000438668,-0.452356
366,233,71,0.00043856,-0.503348
674,556,74,0.000438529,-0.459504
32,1,121,0.000438376,-0.394061
39,12,23,0.000438303,-0.416217
310,196,181,0.000438181,-0.403543
360,149,81,0.000438171,-0.442582
714,611,2,0.000438066,-1
223,42,48,0.00043797,-0.552482
87,14,10,0.00043788,-0.516593
191,32,83,0.000437849,-0.456025
197,101,156,0.000437829,-0.401936
49,34,55,0.000437823,-0.387427
289,108,115,0.000437625,-0.481591
32,2,121,0.000437403,-0.394061
191,70,83,0.000437292,-0.456025
97,73,1,0.000437283,-0.88884
442,427,1,0.000437237,-1
191,46,83,0.000437226,-0.456025
16,6,135,0.000437151,-0.40043
366,240,71,0.00043711,-0.503348
315,149,36,0.000437081,-0.466539
301,300,1,0.000436991,-0.98364
324,122,41,0.0004367,-0.560811
53,7,2,0.000436686,-0.91778
156,14,115,0.000436658,-0.453093
223,39,48,0.000436641,-0.552482
311,213,16,0.00043664,-0.92436
94,88,2,0.00043649,-0.979315
812,679,31,0.000436361,-0.677744
275,155,171,0.000436361,-0.42347
223,123,48,0.000436308,-0.552482
674,571,74,0.000436307,-0.459504
191,58,83,0.000436303,-0.456025
64,3,2,0.000436106,-0.465625
197,63,156,0.000436051,-0.401936
232,18,41,0.000435815,-0.592
64,9,2,0.00043581,-0.465625
197,71,156,0.000435728,-0.401936
547,536,3,0.000435577,-1
360,148,81,0.000435315,-0.442582
212,64,115,0.000435234,-0.452356
366,266,71,0.00043513,-0.503348
137,119,224,0.000435057,-0.442859
232,161,41,0.000434974,-0.592
212,66,115,0.00043496,-0.452356
191,35,83,0.000434946,-0.456025
310,193,182,0.000434942,-0.401382
324,136,41,0.000434928,-0.560811
714,476,2,0.000434805,-1
191,56,83,0.000434511,-0.456025
223,127,48,0.000434485,-0.552482
141,79,36,0.000434342,-0.671661
142,49,24,0.000434306,-0.976553
191,71,83,0.00043425,-0.456025
275,148,171,0.00043425,-0.42347
85,16,3,0.000434162,-0.838487
332,317,1,0.000433962,-0.64236
197,64,156,0.000433888,-0.401936
233,140,24,0.000433814,-0.915316
315,162,36,0.000433611,-0.466539
223,165,48,0.000433533,-0.552482
91,14,28,0.000433425,-0.32133
190,116,53,0.000433407,-0.790496
64,4,2,0.000433247,-0.465625
310,205,181,0.000433027,-0.403542
156,18,115,0.000432763,-0.453093
674,543,74,0.000432638,-0.459504
223,122,48,0.000432435,-0.552482
745,476,66,0.000432423,-0.555351
137,120,223,0.000432378,-0.444762
223,38,48,0.000432279,-0.552482
225,209,1,0.000432243,-0.65593
310,211,181,0.000432088,-0.403542
275,183,171,0.00043205,-0.42347
85,17,3,0.000432009,-0.838487
39,8,147,0.000431989,-0.395784
366,217,71,0.000431911,-0.503348
232,150,41,0.000431845,-0.592
191,44,83,0.0004318,-0.456025
212,44,115,0.000431721,-0.452356
191,84,83,0.00043158,-0.456025
163,18,83,0.000431476,-0.456039
197,56,156,0.000431346,-0.401936
457,350,83,0.000431241,-0.43596
289,105,115,0.000431131,-0.481591
212,60,115,0.000431099,-0.452356
275,134,171,0.000431015,-0.42347
156,11,115,0.000431013,-0.453093
812,651,31,0.000430963,-0.677744
360,147,81,0.000430897,-0.442582
310,204,181,0.000430877,-0.403542
324,115,41,0.000430845,-0.560811
212,65,115,0.000430615,-0.452356
360,144,81,0.00043059,-0.442582
366,191,71,0.000430428,-0.503348
212,42,115,0.000430366,-0.452356
674,569,74,0.000430255,-0.459504
315,199,36,0.000430117,-0.466539
29,13,39,0.000430104,-0.429848
366,231,71,0.000429921,-0.503348
212,43,115,0.000429892,-0.452356
324,228,41,0.000429785,-0.560811
315,161,36,0.000429705,-0.466539
190,107,53,0.000429472,-0.790496
311,214,16,0.000429447,-0.92436
80,6,1,0.000429293,-0.85594
674,568,74,0.000429097,-0.459504
311,218,16,0.000429085,-0.92436
315,172,36,0.000429059,-0.466539
197,76,156,0.00042899,-0.401936
310,192,181,0.000428947,-0.403542
275,141,171,0.000428833,-0.42347
191,80,83,0.000428732,-0.456025
191,52,83,0.000428645,-0.456025
315,157,36,0.000428515,-0.466539
324,245,41,0.000428422,-0.560811
812,675,31,0.000428418,-0.677744
361,333,103,0.000428093,-0.445795
191,51,83,0.000428033,-0.456025
88,36,3,0.000427902,-0.23972
324,128,41,0.000427853,-0.560811
812,652,31,0.000427815,-0.677744
88,37,3,0.000427471,-0.23972
333,315,120,0.000427459,-0.396383
241,240,103,0.000427339,-0.433512
223,37,48,0.000426946,-0.552482
223,36,48,0.000426802,-0.552482
324,227,41,0.000426728,-0.560811
360,143,81,0.000426414,-0.442582
132,67,51,0.000426359,-0.560222
366,218,71,0.000426289,-0.503348
29,12,38,0.000426279,-0.435617
142,87,24,0.0004262,-0.976553
324,232,41,0.000426159,-0.560811
639,624,66,0.000426138,-0.417753
366,268,71,0.000426042,-0.503348
366,214,71,0.000425973,-0.503348
197,58,156,0.000425954,-0.401936
85,15,3,0.000425907,-0.838487
197,55,156,0.000425604,-0.401936
324,242,41,0.000425353,-0.560811
156,65,115,0.000425282,-0.453093
197,62,156,0.000425269,-0.401936
197,65,156,0.000425267,-0.401936
457,346,83,0.000425254,-0.43596
223,35,48,0.000425153,-0.552482
197,57,156,0.000425072,-0.401936
289,98,115,0.000424852,-0.481591
310,191,183,0.000424794,-0.39924
228,216,63,0.000424774,-0.497927
310,182,182,0.000424713,-0.401382
366,269,71,0.000424671,-0.503348
310,210,181,0.000424661,-0.403542
181,106,2,0.000424646,-0.954875
366,234,71,0.000424617,-0.503348
156,63,115,0.000424613,-0.453093
39,9,134,0.000424485,-0.422653
275,142,171,0.000424459,-0.42347
191,50,83,0.000424158,-0.456025
275,149,171,0.000423997,-0.42347
289,99,115,0.000423946,-0.481591
366,220,71,0.000423944,-0.503348
132,45,51,0.000423796,-0.560222
223,32,48,0.000423759,-0.552482
315,158,36,0.000423726,-0.466539
1003,896,71,0.000423611,-0.455216
324,114,41,0.000423544,-0.560811
366,228,71,0.000423402,-0.503348
232,162,41,0.00042333,-0.592
128,37,28,0.000423033,-0.879063
212,121,115,0.000423032,-0.452356
315,148,36,0.000422883,-0.466539
223,140,48,0.000422733,-0.552482
64,22,2,0.000422722,-0.465625
212,38,115,0.000422687,-0.452356
360,142,81,0.000422659,-0.442582
191,37,83,0.000422647,-0.456025
324,109,41,0.000422596,-0.560811
275,133,171,0.000422553,-0.42347
311,301,1,0.000422374,-0.66338
457,340,83,0.000422329,-0.43596
84,43,3,0.0004223,-0.438257
315,211,36,0.000422109,-0.466539
310,212,180,0.000422095,-0.405726
233,154,24,0.000422091,-0.915316
360,141,81,0.000422021,-0.442582
219,128,28,0.000421961,-0.832896
325,273,24,0.000421926,-0.871847
197,72,156,0.000421858,-0.401936
197,52,156,0.000421816,-0.401936
324,135,41,0.000421754,-0.560811
674,547,74,0.000421732,-0.459504
315,147,36,0.00042146,-0.466539
156,10,115,0.000421459,-0.453093
457,345,84,0.000421268,-0.430867
197,106,156,0.000421231,-0.401936
91,10,28,0.000421219,-0.32133
536,514,11,0.000421064,-0.947563
25,16,249,0.000420993,-0.35958
156,7,115,0.000420815,-0.453093
310,213,180,0.000420586,-0.405726
324,123,41,0.000420562,-0.560811
457,343,83,0.000420543,-0.43596
88,35,3,0.000420499,-0.23972
324,269,41,0.000420179,-0.560811
83,69,2,0.000420131,-0.825445
405,304,4,0.00042006,-1
366,190,71,0.000419917,-0.503348
